Colour,Lower Bound of Range,Upper Bound of Range,Spike Size,Occurences
White,1,5,6,12,1
White,1,5,6,13,3
White,1,5,6,14,5
White,1,5,6,15,0
White,1,5,6,16,5
White,1,5,6,17,0
White,1,5,6,18,2
White,1,5,6,19,2
White,1,5,6,20,0
White,1,5,6,21,4
White,1,5,6,22,0
White,1,5,6,23,2
White,1,5,6,24,6
White,1,5,6,25,1
White,1,5,6,26,4
White,1,5,6,27,1
White,1,5,6,28,1
White,1,5,6,29,2
White,1,5,6,30,2
White,1,5,6,31,0
White,1,5,6,32,0
White,1,5,6,33,0
White,1,5,6,34,2
White,1,5,6,35,2
White,1,5,6,36,1
White,1,5,6,37,1
White,1,5,6,38,0
White,1,5,6,39,1
White,1,5,6,40,0
White,1,5,6,41,0
White,1,5,6,42,1
White,1,5,6,43,1
White,1,5,6,44,1
White,1,5,6,45,1
White,1,5,6,46,2
White,1,5,6,47,3
White,1,5,6,48,1
White,1,5,6,49,1
White,1,5,6,50,1
White,1,5,6,51,0
White,1,5,6,52,0
White,1,5,6,53,0
White,1,5,6,54,0
White,1,5,6,55,1
White,1,5,6,56,0
White,1,5,6,57,0
White,1,5,6,58,0
White,1,5,6,59,0
White,1,6,7,0,130
White,1,6,7,1,24
White,1,6,7,2,22
White,1,6,7,3,8
White,1,6,7,4,7
White,1,6,7,5,11
White,1,6,7,6,20
White,1,6,7,7,12
White,1,6,7,8,4
White,1,6,7,9,1
White,1,6,7,10,8
White,1,6,7,11,3
White,1,6,7,12,7
White,1,6,7,13,4
White,1,6,7,14,3
White,1,6,7,15,2
White,1,6,7,16,4
White,1,6,7,17,4
White,1,6,7,18,2
White,1,6,7,19,1
White,1,6,7,20,1
White,1,6,7,21,4
White,1,6,7,22,2
White,1,6,7,23,1
White,1,6,7,24,1
White,1,6,7,25,3
White,1,6,7,26,1
White,1,6,7,27,2
White,1,6,7,28,1
White,1,6,7,29,1
White,1,6,7,30,2
White,1,6,7,31,2
White,1,6,7,32,1
White,1,6,7,33,1
White,1,6,7,34,0
White,1,6,7,35,1
White,1,6,7,36,1
White,1,6,7,37,1
White,1,6,7,38,1
White,1,6,7,39,0
White,1,6,7,40,0
White,1,6,7,41,0
White,1,6,7,42,1
White,1,6,7,43,2
White,1,6,7,44,1
White,1,6,7,45,0
White,1,6,7,46,0
White,1,6,7,47,1
White,1,6,7,48,0
White,1,6,7,49,0
White,1,6,7,50,0
White,1,6,7,51,2
White,1,6,7,52,0
White,1,6,7,53,0
White,1,6,7,54,0
White,1,6,7,55,0
White,1,6,7,56,0
White,1,6,7,57,0
White,1,6,7,58,1
White,1,6,7,59,0
White,1,7,8,0,127
White,1,7,8,1,10
White,1,7,8,2,24
White,1,7,8,3,15
White,1,7,8,4,4
White,1,7,8,5,11
White,1,7,8,6,11
White,1,7,8,7,13
White,1,7,8,8,5
White,1,7,8,9,6
White,1,7,8,10,3
White,1,7,8,11,6
White,1,7,8,12,5
White,1,7,8,13,1
White,1,7,8,14,2
White,1,7,8,15,1
White,1,7,8,16,6
White,1,7,8,17,5
White,1,7,8,18,3
White,1,7,8,19,4
White,1,7,8,20,1
White,1,7,8,21,7
White,1,7,8,22,1
White,1,7,8,23,4
White,1,7,8,24,3
White,1,7,8,25,1
White,1,7,8,26,3
White,1,7,8,27,0
White,1,7,8,28,2
White,1,7,8,29,3
White,1,7,8,30,2
White,1,7,8,31,2
White,1,7,8,32,3
White,1,7,8,33,1
White,1,7,8,34,1
White,1,7,8,35,1
White,1,7,8,36,0
White,1,7,8,37,2
White,1,7,8,38,0
White,1,7,8,39,1
White,1,7,8,40,4
White,1,7,8,41,1
White,1,7,8,42,1
White,1,7,8,43,1
White,1,7,8,44,1
White,1,7,8,45,0
White,1,7,8,46,1
White,1,7,8,47,3
White,1,7,8,48,0
White,1,7,8,49,0
White,1,7,8,50,0
White,1,7,8,51,0
White,1,7,8,52,0
White,1,7,8,53,0
White,1,7,8,54,0
White,1,7,8,55,0
White,1,7,8,56,0
White,1,7,8,57,0
White,1,7,8,58,0
White,1,7,8,59,0
White,1,8,9,0,129
White,1,8,9,1,18
White,1,8,9,2,25
White,1,8,9,3,13
White,1,8,9,4,4
White,1,8,9,5,5
White,1,8,9,6,9
White,1,8,9,7,7
White,1,8,9,8,3
White,1,8,9,9,2
White,1,8,9,10,8
White,1,8,9,11,10
White,1,8,9,12,1
White,1,8,9,13,3
White,1,8,9,14,4
White,1,8,9,15,2
White,1,8,9,16,3
White,1,8,9,17,2
White,1,8,9,18,3
White,1,8,9,19,1
White,1,8,9,20,2
White,1,8,9,21,5
White,1,8,9,22,4
White,1,8,9,23,5
White,1,8,9,24,3
White,1,8,9,25,3
White,1,8,9,26,2
White,1,8,9,27,3
White,1,8,9,28,2
White,1,8,9,29,1
White,1,8,9,30,4
White,1,8,9,31,1
White,1,8,9,32,1
White,1,8,9,33,1
White,1,8,9,34,1
White,1,8,9,35,0
White,1,8,9,36,2
White,1,8,9,37,1
White,1,8,9,38,1
White,1,8,9,39,2
White,1,8,9,40,1
White,1,8,9,41,2
White,1,8,9,42,6
White,1,8,9,43,0
White,1,8,9,44,1
White,1,8,9,45,2
White,1,8,9,46,1
White,1,8,9,47,0
White,1,8,9,48,1
White,1,8,9,49,0
White,1,8,9,50,0
White,1,8,9,51,0
White,1,8,9,52,0
White,1,8,9,53,1
White,1,8,9,54,0
White,1,8,9,55,0
White,1,8,9,56,0
White,1,8,9,57,0
White,1,8,9,58,0
White,1,8,9,59,0
White,1,9,10,0,125
White,1,9,10,1,16
White,1,9,10,2,26
White,1,9,10,3,11
White,1,9,10,4,6
White,1,9,10,5,5
White,1,9,10,6,11
White,1,9,10,7,9
White,1,9,10,8,9
White,1,9,10,9,4
White,1,9,10,10,6
White,1,9,10,11,4
White,1,9,10,12,3
White,1,9,10,13,3
White,1,9,10,14,3
White,1,9,10,15,1
White,1,9,10,16,6
White,1,9,10,17,3
White,1,9,10,18,1
White,1,9,10,19,2
White,1,9,10,20,5
White,1,9,10,21,5
White,1,9,10,22,3
White,1,9,10,23,7
White,1,9,10,24,1
White,1,9,10,25,2
White,1,9,10,26,3
White,1,9,10,27,1
White,1,9,10,28,1
White,1,9,10,29,2
White,1,9,10,30,3
White,1,9,10,31,1
White,1,9,10,32,0
White,1,9,10,33,0
White,1,9,10,34,1
White,1,9,10,35,3
White,1,9,10,36,2
White,1,9,10,37,2
White,1,9,10,38,1
White,1,9,10,39,1
White,1,9,10,40,4
White,1,9,10,41,2
White,1,9,10,42,4
White,1,9,10,43,3
White,1,9,10,44,1
White,1,9,10,45,0
White,1,9,10,46,0
White,1,9,10,47,0
White,1,9,10,48,0
White,1,9,10,49,0
White,1,9,10,50,0
White,1,9,10,51,0
White,1,9,10,52,0
White,1,9,10,53,0
White,1,9,10,54,0
White,1,9,10,55,0
White,1,9,10,56,0
White,1,9,10,57,0
White,1,9,10,58,0
White,1,9,10,59,0
White,1,10,11,0,132
White,1,10,11,1,16
White,1,10,11,2,19
White,1,10,11,3,11
White,1,10,11,4,5
White,1,10,11,5,6
White,1,10,11,6,10
White,1,10,11,7,9
White,1,10,11,8,3
White,1,10,11,9,6
White,1,10,11,10,6
White,1,10,11,11,5
White,1,10,11,12,8
White,1,10,11,13,2
White,1,10,11,14,4
White,1,10,11,15,1
White,1,10,11,16,2
White,1,10,11,17,2
White,1,10,11,18,3
White,1,10,11,19,3
White,1,10,11,20,3
White,1,10,11,21,7
White,1,10,11,22,5
White,1,10,11,23,2
White,1,10,11,24,0
White,1,10,11,25,6
White,1,10,11,26,1
White,1,10,11,27,8
White,1,10,11,28,2
White,1,10,11,29,1
White,1,10,11,30,1
White,1,10,11,31,3
White,1,10,11,32,2
White,1,10,11,33,3
White,1,10,11,34,2
White,1,10,11,35,3
White,1,10,11,36,0
White,1,10,11,37,1
White,1,10,11,38,0
White,1,10,11,39,1
White,1,10,11,40,3
White,1,10,11,41,1
White,1,10,11,42,1
White,1,10,11,43,0
White,1,10,11,44,1
White,1,10,11,45,0
White,1,10,11,46,1
White,1,10,11,47,0
White,1,10,11,48,0
White,1,10,11,49,1
White,1,10,11,50,0
White,1,10,11,51,0
White,1,10,11,52,0
White,1,10,11,53,0
White,1,10,11,54,0
White,1,10,11,55,0
White,1,10,11,56,0
White,1,10,11,57,0
White,1,10,11,58,0
White,1,10,11,59,0
White,1,11,12,0,138
White,1,11,12,1,14
White,1,11,12,2,17
White,1,11,12,3,6
White,1,11,12,4,4
White,1,11,12,5,8
White,1,11,12,6,4
White,1,11,12,7,6
White,1,11,12,8,7
White,1,11,12,9,4
White,1,11,12,10,7
White,1,11,12,11,3
White,1,11,12,12,4
White,1,11,12,13,5
White,1,11,12,14,4
White,1,11,12,15,9
White,1,11,12,16,5
White,1,11,12,17,3
White,1,11,12,18,5
White,1,11,12,19,4
White,1,11,12,20,3
White,1,11,12,21,8
White,1,11,12,22,6
White,1,11,12,23,6
White,1,11,12,24,0
White,1,11,12,25,2
White,1,11,12,26,2
White,1,11,12,27,2
White,1,11,12,28,1
White,1,11,12,29,1
White,1,11,12,30,4
White,1,11,12,31,2
White,1,11,12,32,0
White,1,11,12,33,4
White,1,11,12,34,4
White,1,11,12,35,1
White,1,11,12,36,0
White,1,11,12,37,0
White,1,11,12,38,2
White,1,11,12,39,0
White,1,11,12,40,2
White,1,11,12,41,2
White,1,11,12,42,2
White,1,11,12,43,0
White,1,11,12,44,0
White,1,11,12,45,1
White,1,11,12,46,0
White,1,11,12,47,0
White,1,11,12,48,0
White,1,11,12,49,0
White,1,11,12,50,0
White,1,11,12,51,0
White,1,11,12,52,0
White,1,11,12,53,0
White,1,11,12,54,0
White,1,11,12,55,0
White,1,11,12,56,0
White,1,11,12,57,0
White,1,11,12,58,0
White,1,11,12,59,0
White,1,12,13,0,147
White,1,12,13,1,16
White,1,12,13,2,11
White,1,12,13,3,14
White,1,12,13,4,5
White,1,12,13,5,7
White,1,12,13,6,5
White,1,12,13,7,5
White,1,12,13,8,9
White,1,12,13,9,4
White,1,12,13,10,3
White,1,12,13,11,2
White,1,12,13,12,5
White,1,12,13,13,1
White,1,12,13,14,3
White,1,12,13,15,5
White,1,12,13,16,4
White,1,12,13,17,3
White,1,12,13,18,4
White,1,12,13,19,4
White,1,12,13,20,4
White,1,12,13,21,2
White,1,12,13,22,0
White,1,12,13,23,6
White,1,12,13,24,5
White,1,12,13,25,0
White,1,12,13,26,1
White,1,12,13,27,5
White,1,12,13,28,4
White,1,12,13,29,2
White,1,12,13,30,3
White,1,12,13,31,0
White,1,12,13,32,1
White,1,12,13,33,4
White,1,12,13,34,1
White,1,12,13,35,0
White,1,12,13,36,2
White,1,12,13,37,1
White,1,12,13,38,1
White,1,12,13,39,3
White,1,12,13,40,0
White,1,12,13,41,2
White,1,12,13,42,1
White,1,12,13,43,2
White,1,12,13,44,1
White,1,12,13,45,0
White,1,12,13,46,1
White,1,12,13,47,1
White,1,12,13,48,0
White,1,12,13,49,0
White,1,12,13,50,0
White,1,12,13,51,0
White,1,12,13,52,0
White,1,12,13,53,0
White,1,12,13,54,0
White,1,12,13,55,1
White,1,12,13,56,0
White,1,12,13,57,0
White,1,12,13,58,0
White,1,12,13,59,0
White,1,13,14,0,137
White,1,13,14,1,15
White,1,13,14,2,16
White,1,13,14,3,12
White,1,13,14,4,9
White,1,13,14,5,5
White,1,13,14,6,1
White,1,13,14,7,5
White,1,13,14,8,7
White,1,13,14,9,1
White,1,13,14,10,7
White,1,13,14,11,3
White,1,13,14,12,3
White,1,13,14,13,9
White,1,13,14,14,3
White,1,13,14,15,3
White,1,13,14,16,0
White,1,13,14,17,0
White,1,13,14,18,10
White,1,13,14,19,6
White,1,13,14,20,4
White,1,13,14,21,4
White,1,13,14,22,2
White,1,13,14,23,5
White,1,13,14,24,3
White,1,13,14,25,4
White,1,13,14,26,5
White,1,13,14,27,2
White,1,13,14,28,4
White,1,13,14,29,1
White,1,13,14,30,3
White,1,13,14,31,2
White,1,13,14,32,6
White,1,13,14,33,0
White,1,13,14,34,1
White,1,13,14,35,0
White,1,13,14,36,1
White,1,13,14,37,2
White,1,13,14,38,2
White,1,13,14,39,1
White,1,13,14,40,2
White,1,13,14,41,0
White,1,13,14,42,0
White,1,13,14,43,1
White,1,13,14,44,1
White,1,13,14,45,0
White,1,13,14,46,1
White,1,13,14,47,1
White,1,13,14,48,0
White,1,13,14,49,0
White,1,13,14,50,0
White,1,13,14,51,0
White,1,13,14,52,0
White,1,13,14,53,0
White,1,13,14,54,0
White,1,13,14,55,0
White,1,13,14,56,0
White,1,13,14,57,1
White,1,13,14,58,1
White,1,13,14,59,0
White,1,14,15,0,140
White,1,14,15,1,25
White,1,14,15,2,14
White,1,14,15,3,11
White,1,14,15,4,8
White,1,14,15,5,5
White,1,14,15,6,7
White,1,14,15,7,10
White,1,14,15,8,6
White,1,14,15,9,6
White,1,14,15,10,5
White,1,14,15,11,2
White,1,14,15,12,7
White,1,14,15,13,2
White,1,14,15,14,4
White,1,14,15,15,3
White,1,14,15,16,6
White,1,14,15,17,2
White,1,14,15,18,2
White,1,14,15,19,6
White,1,14,15,20,4
White,1,14,15,21,3
White,1,14,15,22,3
White,1,14,15,23,2
White,1,14,15,24,6
White,1,14,15,25,2
White,1,14,15,26,3
White,1,14,15,27,4
White,1,14,15,28,3
White,1,14,15,29,0
White,1,14,15,30,0
White,1,14,15,31,0
White,1,14,15,32,2
White,1,14,15,33,1
White,1,14,15,34,1
White,1,14,15,35,0
White,1,14,15,36,0
White,1,14,15,37,1
White,1,14,15,38,1
White,1,14,15,39,0
White,1,14,15,40,1
White,1,14,15,41,0
White,1,14,15,42,1
White,1,14,15,43,0
White,1,14,15,44,0
White,1,14,15,45,0
White,1,14,15,46,0
White,1,14,15,47,2
White,1,14,15,48,0
White,1,14,15,49,0
White,1,14,15,50,0
White,1,14,15,51,0
White,1,14,15,52,0
White,1,14,15,53,0
White,1,14,15,54,0
White,1,14,15,55,0
White,1,14,15,56,0
White,1,14,15,57,0
White,1,14,15,58,0
White,1,14,15,59,1
White,1,15,17,0,146
White,1,15,17,1,19
White,1,15,17,2,18
White,1,15,17,3,10
White,1,15,17,4,6
White,1,15,17,5,8
White,1,15,17,6,4
White,1,15,17,7,5
White,1,15,17,8,9
White,1,15,17,9,5
White,1,15,17,10,9
White,1,15,17,11,4
White,1,15,17,12,5
White,1,15,17,13,5
White,1,15,17,14,2
White,1,15,17,15,5
White,1,15,17,16,2
White,1,15,17,17,3
White,1,15,17,18,4
White,1,15,17,19,1
White,1,15,17,20,2
White,1,15,17,21,8
White,1,15,17,22,0
White,1,15,17,23,3
White,1,15,17,24,1
White,1,15,17,25,2
White,1,15,17,26,3
White,1,15,17,27,6
White,1,15,17,28,0
White,1,15,17,29,1
White,1,15,17,30,1
White,1,15,17,31,0
White,1,15,17,32,4
White,1,15,17,33,0
White,1,15,17,34,1
White,1,15,17,35,1
White,1,15,17,36,1
White,1,15,17,37,1
White,1,15,17,38,1
White,1,15,17,39,0
White,1,15,17,40,0
White,1,15,17,41,1
White,1,15,17,42,2
White,1,15,17,43,2
White,1,15,17,44,0
White,1,15,17,45,0
White,1,15,17,46,1
White,1,15,17,47,0
White,1,15,17,48,0
White,1,15,17,49,0
White,1,15,17,50,0
White,1,15,17,51,0
White,1,15,17,52,0
White,1,15,17,53,0
White,1,15,17,54,0
White,1,15,17,55,0
White,1,15,17,56,0
White,1,15,17,57,0
White,1,15,17,58,0
White,1,15,17,59,0
White,1,17,18,0,152
White,1,17,18,1,19
White,1,17,18,2,19
White,1,17,18,3,13
White,1,17,18,4,7
White,1,17,18,5,5
White,1,17,18,6,7
White,1,17,18,7,5
White,1,17,18,8,4
White,1,17,18,9,1
White,1,17,18,10,5
White,1,17,18,11,2
White,1,17,18,12,5
White,1,17,18,13,4
White,1,17,18,14,4
White,1,17,18,15,3
White,1,17,18,16,1
White,1,17,18,17,1
White,1,17,18,18,2
White,1,17,18,19,8
White,1,17,18,20,4
White,1,17,18,21,4
White,1,17,18,22,3
White,1,17,18,23,1
White,1,17,18,24,3
White,1,17,18,25,3
White,1,17,18,26,6
White,1,17,18,27,4
White,1,17,18,28,2
White,1,17,18,29,1
White,1,17,18,30,1
White,1,17,18,31,0
White,1,17,18,32,1
White,1,17,18,33,0
White,1,17,18,34,0
White,1,17,18,35,0
White,1,17,18,36,0
White,1,17,18,37,1
White,1,17,18,38,1
White,1,17,18,39,1
White,1,17,18,40,2
White,1,17,18,41,1
White,1,17,18,42,1
White,1,17,18,43,0
White,1,17,18,44,1
White,1,17,18,45,0
White,1,17,18,46,2
White,1,17,18,47,1
White,1,17,18,48,0
White,1,17,18,49,0
White,1,17,18,50,0
White,1,17,18,51,0
White,1,17,18,52,0
White,1,17,18,53,0
White,1,17,18,54,0
White,1,17,18,55,0
White,1,17,18,56,0
White,1,17,18,57,0
White,1,17,18,58,0
White,1,17,18,59,0
White,1,18,20,0,152
White,1,18,20,1,20
White,1,18,20,2,15
White,1,18,20,3,16
White,1,18,20,4,7
White,1,18,20,5,5
White,1,18,20,6,11
White,1,18,20,7,8
White,1,18,20,8,8
White,1,18,20,9,2
White,1,18,20,10,8
White,1,18,20,11,2
White,1,18,20,12,2
White,1,18,20,13,1
White,1,18,20,14,1
White,1,18,20,15,1
White,1,18,20,16,5
White,1,18,20,17,2
White,1,18,20,18,2
White,1,18,20,19,7
White,1,18,20,20,5
White,1,18,20,21,4
White,1,18,20,22,2
White,1,18,20,23,2
White,1,18,20,24,4
White,1,18,20,25,1
White,1,18,20,26,0
White,1,18,20,27,5
White,1,18,20,28,0
White,1,18,20,29,0
White,1,18,20,30,0
White,1,18,20,31,3
White,1,18,20,32,0
White,1,18,20,33,0
White,1,18,20,34,0
White,1,18,20,35,0
White,1,18,20,36,1
White,1,18,20,37,1
White,1,18,20,38,1
White,1,18,20,39,0
White,1,18,20,40,0
White,1,18,20,41,0
White,1,18,20,42,0
White,1,18,20,43,0
White,1,18,20,44,0
White,1,18,20,45,4
White,1,18,20,46,1
White,1,18,20,47,1
White,1,18,20,48,2
White,1,18,20,49,0
White,1,18,20,50,0
White,1,18,20,51,0
White,1,18,20,52,0
White,1,18,20,53,0
White,1,18,20,54,0
White,1,18,20,55,0
White,1,18,20,56,0
White,1,18,20,57,0
White,1,18,20,58,0
White,1,18,20,59,0
White,1,20,21,0,149
White,1,20,21,1,14
White,1,20,21,2,26
White,1,20,21,3,14
White,1,20,21,4,14
White,1,20,21,5,5
White,1,20,21,6,4
White,1,20,21,7,3
White,1,20,21,8,8
White,1,20,21,9,4
White,1,20,21,10,14
White,1,20,21,11,5
White,1,20,21,12,7
White,1,20,21,13,1
White,1,20,21,14,2
White,1,20,21,15,2
White,1,20,21,16,0
White,1,20,21,17,3
White,1,20,21,18,1
White,1,20,21,19,4
White,1,20,21,20,3
White,1,20,21,21,2
White,1,20,21,22,3
White,1,20,21,23,2
White,1,20,21,24,2
White,1,20,21,25,4
White,1,20,21,26,3
White,1,20,21,27,2
White,1,20,21,28,0
White,1,20,21,29,0
White,1,20,21,30,0
White,1,20,21,31,1
White,1,20,21,32,0
White,1,20,21,33,1
White,1,20,21,34,0
White,1,20,21,35,0
White,1,20,21,36,0
White,1,20,21,37,0
White,1,20,21,38,0
White,1,20,21,39,0
White,1,20,21,40,0
White,1,20,21,41,2
White,1,20,21,42,0
White,1,20,21,43,2
White,1,20,21,44,1
White,1,20,21,45,2
White,1,20,21,46,0
White,1,20,21,47,0
White,1,20,21,48,0
White,1,20,21,49,0
White,1,20,21,50,0
White,1,20,21,51,0
White,1,20,21,52,0
White,1,20,21,53,0
White,1,20,21,54,1
White,1,20,21,55,0
White,1,20,21,56,1
White,1,20,21,57,0
White,1,20,21,58,0
White,1,20,21,59,0
White,1,21,23,0,156
White,1,21,23,1,14
White,1,21,23,2,19
White,1,21,23,3,10
White,1,21,23,4,17
White,1,21,23,5,6
White,1,21,23,6,6
White,1,21,23,7,6
White,1,21,23,8,8
White,1,21,23,9,5
White,1,21,23,10,13
White,1,21,23,11,3
White,1,21,23,12,2
White,1,21,23,13,2
White,1,21,23,14,1
White,1,21,23,15,1
White,1,21,23,16,4
White,1,21,23,17,4
White,1,21,23,18,1
White,1,21,23,19,2
White,1,21,23,20,1
White,1,21,23,21,2
White,1,21,23,22,3
White,1,21,23,23,2
White,1,21,23,24,2
White,1,21,23,25,3
White,1,21,23,26,1
White,1,21,23,27,2
White,1,21,23,28,1
White,1,21,23,29,4
White,1,21,23,30,2
White,1,21,23,31,0
White,1,21,23,32,0
White,1,21,23,33,0
White,1,21,23,34,2
White,1,21,23,35,0
White,1,21,23,36,1
White,1,21,23,37,0
White,1,21,23,38,0
White,1,21,23,39,0
White,1,21,23,40,0
White,1,21,23,41,0
White,1,21,23,42,2
White,1,21,23,43,0
White,1,21,23,44,0
White,1,21,23,45,1
White,1,21,23,46,1
White,1,21,23,47,0
White,1,21,23,48,0
White,1,21,23,49,0
White,1,21,23,50,0
White,1,21,23,51,0
White,1,21,23,52,0
White,1,21,23,53,0
White,1,21,23,54,1
White,1,21,23,55,0
White,1,21,23,56,0
White,1,21,23,57,0
White,1,21,23,58,0
White,1,21,23,59,0
White,1,23,25,0,142
White,1,23,25,1,13
White,1,23,25,2,19
White,1,23,25,3,11
White,1,23,25,4,16
White,1,23,25,5,4
White,1,23,25,6,6
White,1,23,25,7,13
White,1,23,25,8,7
White,1,23,25,9,1
White,1,23,25,10,15
White,1,23,25,11,7
White,1,23,25,12,4
White,1,23,25,13,2
White,1,23,25,14,2
White,1,23,25,15,2
White,1,23,25,16,3
White,1,23,25,17,0
White,1,23,25,18,2
White,1,23,25,19,3
White,1,23,25,20,3
White,1,23,25,21,5
White,1,23,25,22,2
White,1,23,25,23,4
White,1,23,25,24,3
White,1,23,25,25,1
White,1,23,25,26,0
White,1,23,25,27,1
White,1,23,25,28,2
White,1,23,25,29,2
White,1,23,25,30,1
White,1,23,25,31,1
White,1,23,25,32,1
White,1,23,25,33,0
White,1,23,25,34,1
White,1,23,25,35,5
White,1,23,25,36,0
White,1,23,25,37,3
White,1,23,25,38,1
White,1,23,25,39,1
White,1,23,25,40,0
White,1,23,25,41,0
White,1,23,25,42,0
White,1,23,25,43,0
White,1,23,25,44,0
White,1,23,25,45,0
White,1,23,25,46,1
White,1,23,25,47,1
White,1,23,25,48,1
White,1,23,25,49,0
White,1,23,25,50,0
White,1,23,25,51,0
White,1,23,25,52,0
White,1,23,25,53,0
White,1,23,25,54,0
White,1,23,25,55,0
White,1,23,25,56,0
White,1,23,25,57,0
White,1,23,25,58,0
White,1,23,25,59,0
White,1,25,28,0,164
White,1,25,28,1,15
White,1,25,28,2,12
White,1,25,28,3,17
White,1,25,28,4,12
White,1,25,28,5,9
White,1,25,28,6,6
White,1,25,28,7,6
White,1,25,28,8,5
White,1,25,28,9,0
White,1,25,28,10,6
White,1,25,28,11,2
White,1,25,28,12,3
White,1,25,28,13,3
White,1,25,28,14,0
White,1,25,28,15,4
White,1,25,28,16,1
White,1,25,28,17,0
White,1,25,28,18,2
White,1,25,28,19,2
White,1,25,28,20,0
White,1,25,28,21,1
White,1,25,28,22,4
White,1,25,28,23,5
White,1,25,28,24,4
White,1,25,28,25,2
White,1,25,28,26,1
White,1,25,28,27,1
White,1,25,28,28,1
White,1,25,28,29,0
White,1,25,28,30,4
White,1,25,28,31,2
White,1,25,28,32,1
White,1,25,28,33,0
White,1,25,28,34,1
White,1,25,28,35,3
White,1,25,28,36,2
White,1,25,28,37,1
White,1,25,28,38,2
White,1,25,28,39,0
White,1,25,28,40,1
White,1,25,28,41,1
White,1,25,28,42,1
White,1,25,28,43,0
White,1,25,28,44,1
White,1,25,28,45,1
White,1,25,28,46,1
White,1,25,28,47,1
White,1,25,28,48,0
White,1,25,28,49,0
White,1,25,28,50,0
White,1,25,28,51,0
White,1,25,28,52,0
White,1,25,28,53,0
White,1,25,28,54,1
White,1,25,28,55,0
White,1,25,28,56,0
White,1,25,28,57,0
White,1,25,28,58,0
White,1,25,28,59,0
White,1,28,32,0,181
White,1,28,32,1,13
White,1,28,32,2,13
White,1,28,32,3,8
White,1,28,32,4,10
White,1,28,32,5,10
White,1,28,32,6,6
White,1,28,32,7,3
White,1,28,32,8,4
White,1,28,32,9,0
White,1,28,32,10,10
White,1,28,32,11,9
White,1,28,32,12,3
White,1,28,32,13,3
White,1,28,32,14,2
White,1,28,32,15,1
White,1,28,32,16,0
White,1,28,32,17,0
White,1,28,32,18,2
White,1,28,32,19,0
White,1,28,32,20,2
White,1,28,32,21,2
White,1,28,32,22,2
White,1,28,32,23,1
White,1,28,32,24,2
White,1,28,32,25,1
White,1,28,32,26,0
White,1,28,32,27,0
White,1,28,32,28,0
White,1,28,32,29,1
White,1,28,32,30,0
White,1,28,32,31,0
White,1,28,32,32,3
White,1,28,32,33,0
White,1,28,32,34,1
White,1,28,32,35,3
White,1,28,32,36,1
White,1,28,32,37,1
White,1,28,32,38,3
White,1,28,32,39,3
White,1,28,32,40,1
White,1,28,32,41,1
White,1,28,32,42,1
White,1,28,32,43,0
White,1,28,32,44,0
White,1,28,32,45,1
White,1,28,32,46,3
White,1,28,32,47,0
White,1,28,32,48,0
White,1,28,32,49,0
White,1,28,32,50,0
White,1,28,32,51,0
White,1,28,32,52,1
White,1,28,32,53,0
White,1,28,32,54,0
White,1,28,32,55,0
White,1,28,32,56,0
White,1,28,32,57,0
White,1,28,32,58,0
White,1,28,32,59,0
White,1,32,38,0,183
White,1,32,38,1,10
White,1,32,38,2,11
White,1,32,38,3,10
White,1,32,38,4,8
White,1,32,38,5,13
White,1,32,38,6,11
White,1,32,38,7,5
White,1,32,38,8,4
White,1,32,38,9,2
White,1,32,38,10,6
White,1,32,38,11,7
White,1,32,38,12,3
White,1,32,38,13,4
White,1,32,38,14,1
White,1,32,38,15,0
White,1,32,38,16,2
White,1,32,38,17,0
White,1,32,38,18,4
White,1,32,38,19,0
White,1,32,38,20,1
White,1,32,38,21,1
White,1,32,38,22,0
White,1,32,38,23,5
White,1,32,38,24,1
White,1,32,38,25,1
White,1,32,38,26,3
White,1,32,38,27,1
White,1,32,38,28,1
White,1,32,38,29,0
White,1,32,38,30,1
White,1,32,38,31,1
White,1,32,38,32,2
White,1,32,38,33,1
White,1,32,38,34,2
White,1,32,38,35,2
White,1,32,38,36,0
White,1,32,38,37,0
White,1,32,38,38,0
White,1,32,38,39,1
White,1,32,38,40,0
White,1,32,38,41,0
White,1,32,38,42,1
White,1,32,38,43,0
White,1,32,38,44,0
White,1,32,38,45,0
White,1,32,38,46,0
White,1,32,38,47,0
White,1,32,38,48,1
White,1,32,38,49,0
White,1,32,38,50,0
White,1,32,38,51,0
White,1,32,38,52,1
White,1,32,38,53,0
White,1,32,38,54,0
White,1,32,38,55,0
White,1,32,38,56,0
White,1,32,38,57,0
White,1,32,38,58,0
White,1,32,38,59,0
White,1,38,45,0,189
White,1,38,45,1,17
White,1,38,45,2,13
White,1,38,45,3,10
White,1,38,45,4,9
White,1,38,45,5,7
White,1,38,45,6,6
White,1,38,45,7,8
White,1,38,45,8,4
White,1,38,45,9,3
White,1,38,45,10,4
White,1,38,45,11,6
White,1,38,45,12,3
White,1,38,45,13,2
White,1,38,45,14,2
White,1,38,45,15,1
White,1,38,45,16,0
White,1,38,45,17,1
White,1,38,45,18,0
White,1,38,45,19,3
White,1,38,45,20,0
White,1,38,45,21,4
White,1,38,45,22,0
White,1,38,45,23,4
White,1,38,45,24,1
White,1,38,45,25,1
White,1,38,45,26,0
White,1,38,45,27,1
White,1,38,45,28,0
White,1,38,45,29,0
White,1,38,45,30,0
White,1,38,45,31,0
White,1,38,45,32,1
White,1,38,45,33,1
White,1,38,45,34,0
