Colour,Lower Bound of Range,Upper Bound of Range,Spike Size,Occurences
Green,3,7670000000000,8920000000000,15,0
Green,3,7670000000000,8920000000000,16,0
Green,3,7670000000000,8920000000000,17,0
Green,3,7670000000000,8920000000000,18,1
Green,3,7670000000000,8920000000000,19,0
Green,3,7670000000000,8920000000000,20,1
Green,3,7670000000000,8920000000000,21,1
Green,3,7670000000000,8920000000000,22,0
Green,3,7670000000000,8920000000000,23,2
Green,3,7670000000000,8920000000000,24,1
Green,3,7670000000000,8920000000000,25,1
Green,3,7670000000000,8920000000000,26,3
Green,3,7670000000000,8920000000000,27,0
Green,3,7670000000000,8920000000000,28,1
Green,3,7670000000000,8920000000000,29,1
Green,3,7670000000000,8920000000000,30,1
Green,3,7670000000000,8920000000000,31,3
Green,3,7670000000000,8920000000000,32,1
Green,3,7670000000000,8920000000000,33,0
Green,3,7670000000000,8920000000000,34,3
Green,3,7670000000000,8920000000000,35,0
Green,3,7670000000000,8920000000000,36,0
Green,3,7670000000000,8920000000000,37,0
Green,3,7670000000000,8920000000000,38,1
Green,3,7670000000000,8920000000000,39,0
Green,3,7670000000000,8920000000000,40,0
Green,3,7670000000000,8920000000000,41,0
Green,3,7670000000000,8920000000000,42,1
Green,3,7670000000000,8920000000000,43,0
Green,3,7670000000000,8920000000000,44,0
Green,3,7670000000000,8920000000000,45,0
Green,3,7670000000000,8920000000000,46,1
Green,3,7670000000000,8920000000000,47,0
Green,3,7670000000000,8920000000000,48,1
Green,3,7670000000000,8920000000000,49,0
Green,3,7670000000000,8920000000000,50,0
Green,3,7670000000000,8920000000000,51,0
Green,3,7670000000000,8920000000000,52,0
Green,3,7670000000000,8920000000000,53,0
Green,3,7670000000000,8920000000000,54,0
Green,3,7670000000000,8920000000000,55,0
Green,3,7670000000000,8920000000000,56,0
Green,3,7670000000000,8920000000000,57,0
Green,3,7670000000000,8920000000000,58,0
Green,3,7670000000000,8920000000000,59,0
Green,3,8920000000000,10600000000000,0,149
Green,3,8920000000000,10600000000000,1,16
Green,3,8920000000000,10600000000000,2,10
Green,3,8920000000000,10600000000000,3,7
Green,3,8920000000000,10600000000000,4,7
Green,3,8920000000000,10600000000000,5,5
Green,3,8920000000000,10600000000000,6,3
Green,3,8920000000000,10600000000000,7,7
Green,3,8920000000000,10600000000000,8,4
Green,3,8920000000000,10600000000000,9,2
Green,3,8920000000000,10600000000000,10,2
Green,3,8920000000000,10600000000000,11,3
Green,3,8920000000000,10600000000000,12,2
Green,3,8920000000000,10600000000000,13,1
Green,3,8920000000000,10600000000000,14,0
Green,3,8920000000000,10600000000000,15,1
Green,3,8920000000000,10600000000000,16,5
Green,3,8920000000000,10600000000000,17,1
Green,3,8920000000000,10600000000000,18,2
Green,3,8920000000000,10600000000000,19,3
Green,3,8920000000000,10600000000000,20,1
Green,3,8920000000000,10600000000000,21,4
Green,3,8920000000000,10600000000000,22,0
Green,3,8920000000000,10600000000000,23,6
Green,3,8920000000000,10600000000000,24,1
Green,3,8920000000000,10600000000000,25,1
Green,3,8920000000000,10600000000000,26,0
Green,3,8920000000000,10600000000000,27,2
Green,3,8920000000000,10600000000000,28,0
Green,3,8920000000000,10600000000000,29,0
Green,3,8920000000000,10600000000000,30,1
Green,3,8920000000000,10600000000000,31,2
Green,3,8920000000000,10600000000000,32,1
Green,3,8920000000000,10600000000000,33,2
Green,3,8920000000000,10600000000000,34,0
Green,3,8920000000000,10600000000000,35,0
Green,3,8920000000000,10600000000000,36,0
Green,3,8920000000000,10600000000000,37,0
Green,3,8920000000000,10600000000000,38,0
Green,3,8920000000000,10600000000000,39,1
Green,3,8920000000000,10600000000000,40,1
Green,3,8920000000000,10600000000000,41,2
Green,3,8920000000000,10600000000000,42,0
Green,3,8920000000000,10600000000000,43,3
Green,3,8920000000000,10600000000000,44,0
Green,3,8920000000000,10600000000000,45,1
Green,3,8920000000000,10600000000000,46,0
Green,3,8920000000000,10600000000000,47,0
Green,3,8920000000000,10600000000000,48,0
Green,3,8920000000000,10600000000000,49,0
Green,3,8920000000000,10600000000000,50,0
Green,3,8920000000000,10600000000000,51,0
Green,3,8920000000000,10600000000000,52,1
Green,3,8920000000000,10600000000000,53,0
Green,3,8920000000000,10600000000000,54,0
Green,3,8920000000000,10600000000000,55,0
Green,3,8920000000000,10600000000000,56,0
Green,3,8920000000000,10600000000000,57,0
Green,3,8920000000000,10600000000000,58,0
Green,3,8920000000000,10600000000000,59,0
Green,3,10600000000000,12600000000000,0,139
Green,3,10600000000000,12600000000000,1,12
Green,3,10600000000000,12600000000000,2,9
Green,3,10600000000000,12600000000000,3,11
Green,3,10600000000000,12600000000000,4,8
Green,3,10600000000000,12600000000000,5,5
Green,3,10600000000000,12600000000000,6,13
Green,3,10600000000000,12600000000000,7,7
Green,3,10600000000000,12600000000000,8,6
Green,3,10600000000000,12600000000000,9,0
Green,3,10600000000000,12600000000000,10,3
Green,3,10600000000000,12600000000000,11,2
Green,3,10600000000000,12600000000000,12,3
Green,3,10600000000000,12600000000000,13,1
Green,3,10600000000000,12600000000000,14,2
Green,3,10600000000000,12600000000000,15,1
Green,3,10600000000000,12600000000000,16,1
Green,3,10600000000000,12600000000000,17,4
Green,3,10600000000000,12600000000000,18,10
Green,3,10600000000000,12600000000000,19,2
Green,3,10600000000000,12600000000000,20,0
Green,3,10600000000000,12600000000000,21,2
Green,3,10600000000000,12600000000000,22,1
Green,3,10600000000000,12600000000000,23,2
Green,3,10600000000000,12600000000000,24,1
Green,3,10600000000000,12600000000000,25,2
Green,3,10600000000000,12600000000000,26,0
Green,3,10600000000000,12600000000000,27,0
Green,3,10600000000000,12600000000000,28,0
Green,3,10600000000000,12600000000000,29,1
Green,3,10600000000000,12600000000000,30,1
Green,3,10600000000000,12600000000000,31,3
Green,3,10600000000000,12600000000000,32,0
Green,3,10600000000000,12600000000000,33,0
Green,3,10600000000000,12600000000000,34,0
Green,3,10600000000000,12600000000000,35,0
Green,3,10600000000000,12600000000000,36,1
Green,3,10600000000000,12600000000000,37,1
Green,3,10600000000000,12600000000000,38,0
Green,3,10600000000000,12600000000000,39,2
Green,3,10600000000000,12600000000000,40,1
Green,3,10600000000000,12600000000000,41,1
Green,3,10600000000000,12600000000000,42,0
Green,3,10600000000000,12600000000000,43,2
Green,3,10600000000000,12600000000000,44,0
Green,3,10600000000000,12600000000000,45,1
Green,3,10600000000000,12600000000000,46,0
Green,3,10600000000000,12600000000000,47,0
Green,3,10600000000000,12600000000000,48,0
Green,3,10600000000000,12600000000000,49,0
Green,3,10600000000000,12600000000000,50,0
Green,3,10600000000000,12600000000000,51,0
Green,3,10600000000000,12600000000000,52,0
Green,3,10600000000000,12600000000000,53,0
Green,3,10600000000000,12600000000000,54,0
Green,3,10600000000000,12600000000000,55,0
Green,3,10600000000000,12600000000000,56,0
Green,3,10600000000000,12600000000000,57,0
Green,3,10600000000000,12600000000000,58,0
Green,3,10600000000000,12600000000000,59,0
Green,3,12600000000000,14400000000000,0,122
Green,3,12600000000000,14400000000000,1,14
Green,3,12600000000000,14400000000000,2,17
Green,3,12600000000000,14400000000000,3,14
Green,3,12600000000000,14400000000000,4,11
Green,3,12600000000000,14400000000000,5,8
Green,3,12600000000000,14400000000000,6,15
Green,3,12600000000000,14400000000000,7,7
Green,3,12600000000000,14400000000000,8,7
Green,3,12600000000000,14400000000000,9,3
Green,3,12600000000000,14400000000000,10,5
Green,3,12600000000000,14400000000000,11,1
Green,3,12600000000000,14400000000000,12,3
Green,3,12600000000000,14400000000000,13,4
Green,3,12600000000000,14400000000000,14,2
Green,3,12600000000000,14400000000000,15,1
Green,3,12600000000000,14400000000000,16,2
Green,3,12600000000000,14400000000000,17,1
Green,3,12600000000000,14400000000000,18,4
Green,3,12600000000000,14400000000000,19,0
Green,3,12600000000000,14400000000000,20,0
Green,3,12600000000000,14400000000000,21,0
Green,3,12600000000000,14400000000000,22,0
Green,3,12600000000000,14400000000000,23,2
Green,3,12600000000000,14400000000000,24,2
Green,3,12600000000000,14400000000000,25,1
Green,3,12600000000000,14400000000000,26,0
Green,3,12600000000000,14400000000000,27,1
Green,3,12600000000000,14400000000000,28,0
Green,3,12600000000000,14400000000000,29,3
Green,3,12600000000000,14400000000000,30,1
Green,3,12600000000000,14400000000000,31,0
Green,3,12600000000000,14400000000000,32,1
Green,3,12600000000000,14400000000000,33,0
Green,3,12600000000000,14400000000000,34,0
Green,3,12600000000000,14400000000000,35,1
Green,3,12600000000000,14400000000000,36,0
Green,3,12600000000000,14400000000000,37,0
Green,3,12600000000000,14400000000000,38,2
Green,3,12600000000000,14400000000000,39,0
Green,3,12600000000000,14400000000000,40,0
Green,3,12600000000000,14400000000000,41,0
Green,3,12600000000000,14400000000000,42,0
Green,3,12600000000000,14400000000000,43,4
Green,3,12600000000000,14400000000000,44,1
Green,3,12600000000000,14400000000000,45,0
Green,3,12600000000000,14400000000000,46,0
Green,3,12600000000000,14400000000000,47,0
Green,3,12600000000000,14400000000000,48,0
Green,3,12600000000000,14400000000000,49,0
Green,3,12600000000000,14400000000000,50,0
Green,3,12600000000000,14400000000000,51,0
Green,3,12600000000000,14400000000000,52,0
Green,3,12600000000000,14400000000000,53,0
Green,3,12600000000000,14400000000000,54,0
Green,3,12600000000000,14400000000000,55,0
Green,3,12600000000000,14400000000000,56,0
Green,3,12600000000000,14400000000000,57,0
Green,3,12600000000000,14400000000000,58,0
Green,3,12600000000000,14400000000000,59,0
Green,3,14400000000000,16400000000000,0,152
Green,3,14400000000000,16400000000000,1,18
Green,3,14400000000000,16400000000000,2,8
Green,3,14400000000000,16400000000000,3,11
Green,3,14400000000000,16400000000000,4,4
Green,3,14400000000000,16400000000000,5,5
Green,3,14400000000000,16400000000000,6,7
Green,3,14400000000000,16400000000000,7,7
Green,3,14400000000000,16400000000000,8,4
Green,3,14400000000000,16400000000000,9,1
Green,3,14400000000000,16400000000000,10,0
Green,3,14400000000000,16400000000000,11,0
Green,3,14400000000000,16400000000000,12,3
Green,3,14400000000000,16400000000000,13,2
Green,3,14400000000000,16400000000000,14,0
Green,3,14400000000000,16400000000000,15,1
Green,3,14400000000000,16400000000000,16,2
Green,3,14400000000000,16400000000000,17,0
Green,3,14400000000000,16400000000000,18,7
Green,3,14400000000000,16400000000000,19,5
Green,3,14400000000000,16400000000000,20,2
Green,3,14400000000000,16400000000000,21,1
Green,3,14400000000000,16400000000000,22,3
Green,3,14400000000000,16400000000000,23,3
Green,3,14400000000000,16400000000000,24,2
Green,3,14400000000000,16400000000000,25,0
Green,3,14400000000000,16400000000000,26,1
Green,3,14400000000000,16400000000000,27,1
Green,3,14400000000000,16400000000000,28,1
Green,3,14400000000000,16400000000000,29,4
Green,3,14400000000000,16400000000000,30,0
Green,3,14400000000000,16400000000000,31,1
Green,3,14400000000000,16400000000000,32,0
Green,3,14400000000000,16400000000000,33,2
Green,3,14400000000000,16400000000000,34,0
Green,3,14400000000000,16400000000000,35,0
Green,3,14400000000000,16400000000000,36,0
Green,3,14400000000000,16400000000000,37,0
Green,3,14400000000000,16400000000000,38,0
Green,3,14400000000000,16400000000000,39,1
Green,3,14400000000000,16400000000000,40,0
Green,3,14400000000000,16400000000000,41,0
Green,3,14400000000000,16400000000000,42,0
Green,3,14400000000000,16400000000000,43,0
Green,3,14400000000000,16400000000000,44,0
Green,3,14400000000000,16400000000000,45,0
Green,3,14400000000000,16400000000000,46,0
Green,3,14400000000000,16400000000000,47,0
Green,3,14400000000000,16400000000000,48,0
Green,3,14400000000000,16400000000000,49,0
Green,3,14400000000000,16400000000000,50,0
Green,3,14400000000000,16400000000000,51,0
Green,3,14400000000000,16400000000000,52,0
Green,3,14400000000000,16400000000000,53,1
Green,3,14400000000000,16400000000000,54,0
Green,3,14400000000000,16400000000000,55,0
Green,3,14400000000000,16400000000000,56,1
Green,3,14400000000000,16400000000000,57,0
Green,3,14400000000000,16400000000000,58,0
Green,3,14400000000000,16400000000000,59,0
Green,3,16400000000000,17800000000000,0,170
Green,3,16400000000000,17800000000000,1,10
Green,3,16400000000000,17800000000000,2,9
Green,3,16400000000000,17800000000000,3,10
Green,3,16400000000000,17800000000000,4,3
Green,3,16400000000000,17800000000000,5,4
Green,3,16400000000000,17800000000000,6,5
Green,3,16400000000000,17800000000000,7,7
Green,3,16400000000000,17800000000000,8,5
Green,3,16400000000000,17800000000000,9,0
Green,3,16400000000000,17800000000000,10,4
Green,3,16400000000000,17800000000000,11,1
Green,3,16400000000000,17800000000000,12,2
Green,3,16400000000000,17800000000000,13,2
Green,3,16400000000000,17800000000000,14,1
Green,3,16400000000000,17800000000000,15,1
Green,3,16400000000000,17800000000000,16,0
Green,3,16400000000000,17800000000000,17,1
Green,3,16400000000000,17800000000000,18,4
Green,3,16400000000000,17800000000000,19,5
Green,3,16400000000000,17800000000000,20,0
Green,3,16400000000000,17800000000000,21,0
Green,3,16400000000000,17800000000000,22,1
Green,3,16400000000000,17800000000000,23,2
Green,3,16400000000000,17800000000000,24,5
Green,3,16400000000000,17800000000000,25,2
Green,3,16400000000000,17800000000000,26,1
Green,3,16400000000000,17800000000000,27,1
Green,3,16400000000000,17800000000000,28,0
Green,3,16400000000000,17800000000000,29,0
Green,3,16400000000000,17800000000000,30,1
Green,3,16400000000000,17800000000000,31,0
Green,3,16400000000000,17800000000000,32,2
Green,3,16400000000000,17800000000000,33,0
Green,3,16400000000000,17800000000000,34,0
Green,3,16400000000000,17800000000000,35,0
Green,3,16400000000000,17800000000000,36,0
Green,3,16400000000000,17800000000000,37,0
Green,3,16400000000000,17800000000000,38,0
Green,3,16400000000000,17800000000000,39,0
Green,3,16400000000000,17800000000000,40,0
Green,3,16400000000000,17800000000000,41,0
Green,3,16400000000000,17800000000000,42,0
Green,3,16400000000000,17800000000000,43,0
Green,3,16400000000000,17800000000000,44,0
Green,3,16400000000000,17800000000000,45,0
Green,3,16400000000000,17800000000000,46,0
Green,3,16400000000000,17800000000000,47,0
Green,3,16400000000000,17800000000000,48,0
Green,3,16400000000000,17800000000000,49,0
Green,3,16400000000000,17800000000000,50,0
Green,3,16400000000000,17800000000000,51,0
Green,3,16400000000000,17800000000000,52,0
Green,3,16400000000000,17800000000000,53,0
Green,3,16400000000000,17800000000000,54,0
Green,3,16400000000000,17800000000000,55,0
Green,3,16400000000000,17800000000000,56,0
Green,3,16400000000000,17800000000000,57,1
Green,3,16400000000000,17800000000000,58,0
Green,3,16400000000000,17800000000000,59,0
Green,3,17800000000000,19500000000000,0,163
Green,3,17800000000000,19500000000000,1,12
Green,3,17800000000000,19500000000000,2,13
Green,3,17800000000000,19500000000000,3,14
Green,3,17800000000000,19500000000000,4,3
Green,3,17800000000000,19500000000000,5,3
Green,3,17800000000000,19500000000000,6,7
Green,3,17800000000000,19500000000000,7,6
Green,3,17800000000000,19500000000000,8,4
Green,3,17800000000000,19500000000000,9,1
Green,3,17800000000000,19500000000000,10,1
Green,3,17800000000000,19500000000000,11,1
Green,3,17800000000000,19500000000000,12,3
Green,3,17800000000000,19500000000000,13,2
Green,3,17800000000000,19500000000000,14,1
Green,3,17800000000000,19500000000000,15,1
Green,3,17800000000000,19500000000000,16,2
Green,3,17800000000000,19500000000000,17,2
Green,3,17800000000000,19500000000000,18,2
Green,3,17800000000000,19500000000000,19,1
Green,3,17800000000000,19500000000000,20,0
Green,3,17800000000000,19500000000000,21,0
Green,3,17800000000000,19500000000000,22,0
Green,3,17800000000000,19500000000000,23,1
Green,3,17800000000000,19500000000000,24,2
Green,3,17800000000000,19500000000000,25,1
Green,3,17800000000000,19500000000000,26,0
Green,3,17800000000000,19500000000000,27,0
Green,3,17800000000000,19500000000000,28,0
Green,3,17800000000000,19500000000000,29,0
Green,3,17800000000000,19500000000000,30,4
Green,3,17800000000000,19500000000000,31,0
Green,3,17800000000000,19500000000000,32,1
Green,3,17800000000000,19500000000000,33,2
Green,3,17800000000000,19500000000000,34,0
Green,3,17800000000000,19500000000000,35,2
Green,3,17800000000000,19500000000000,36,1
Green,3,17800000000000,19500000000000,37,0
Green,3,17800000000000,19500000000000,38,1
Green,3,17800000000000,19500000000000,39,0
Green,3,17800000000000,19500000000000,40,1
Green,3,17800000000000,19500000000000,41,0
Green,3,17800000000000,19500000000000,42,0
Green,3,17800000000000,19500000000000,43,0
Green,3,17800000000000,19500000000000,44,0
Green,3,17800000000000,19500000000000,45,1
Green,3,17800000000000,19500000000000,46,1
Green,3,17800000000000,19500000000000,47,0
Green,3,17800000000000,19500000000000,48,0
