Colour,Lower Bound of Range,Upper Bound of Range,Spike Size,Occurences
Blue,4,1940000000000,2210000000000,36,0
Blue,4,1940000000000,2210000000000,37,0
Blue,4,1940000000000,2210000000000,38,0
Blue,4,1940000000000,2210000000000,39,0
Blue,4,1940000000000,2210000000000,40,1
Blue,4,1940000000000,2210000000000,41,0
Blue,4,1940000000000,2210000000000,42,0
Blue,4,1940000000000,2210000000000,43,0
Blue,4,1940000000000,2210000000000,44,0
Blue,4,1940000000000,2210000000000,45,1
Blue,4,1940000000000,2210000000000,46,0
Blue,4,1940000000000,2210000000000,47,0
Blue,4,1940000000000,2210000000000,48,0
Blue,4,1940000000000,2210000000000,49,0
Blue,4,1940000000000,2210000000000,50,0
Blue,4,1940000000000,2210000000000,51,0
Blue,4,1940000000000,2210000000000,52,0
Blue,4,1940000000000,2210000000000,53,0
Blue,4,1940000000000,2210000000000,54,1
Blue,4,1940000000000,2210000000000,55,0
Blue,4,1940000000000,2210000000000,56,0
Blue,4,1940000000000,2210000000000,57,0
Blue,4,1940000000000,2210000000000,58,0
Blue,4,1940000000000,2210000000000,59,0
Blue,4,2210000000000,2630000000000,0,159
Blue,4,2210000000000,2630000000000,1,15
Blue,4,2210000000000,2630000000000,2,11
Blue,4,2210000000000,2630000000000,3,11
Blue,4,2210000000000,2630000000000,4,3
Blue,4,2210000000000,2630000000000,5,12
Blue,4,2210000000000,2630000000000,6,6
Blue,4,2210000000000,2630000000000,7,5
Blue,4,2210000000000,2630000000000,8,0
Blue,4,2210000000000,2630000000000,9,6
Blue,4,2210000000000,2630000000000,10,2
Blue,4,2210000000000,2630000000000,11,1
Blue,4,2210000000000,2630000000000,12,1
Blue,4,2210000000000,2630000000000,13,2
Blue,4,2210000000000,2630000000000,14,1
Blue,4,2210000000000,2630000000000,15,2
Blue,4,2210000000000,2630000000000,16,2
Blue,4,2210000000000,2630000000000,17,1
Blue,4,2210000000000,2630000000000,18,3
Blue,4,2210000000000,2630000000000,19,3
Blue,4,2210000000000,2630000000000,20,1
Blue,4,2210000000000,2630000000000,21,0
Blue,4,2210000000000,2630000000000,22,0
Blue,4,2210000000000,2630000000000,23,1
Blue,4,2210000000000,2630000000000,24,3
Blue,4,2210000000000,2630000000000,25,1
Blue,4,2210000000000,2630000000000,26,2
Blue,4,2210000000000,2630000000000,27,1
Blue,4,2210000000000,2630000000000,28,0
Blue,4,2210000000000,2630000000000,29,2
Blue,4,2210000000000,2630000000000,30,0
Blue,4,2210000000000,2630000000000,31,2
Blue,4,2210000000000,2630000000000,32,0
Blue,4,2210000000000,2630000000000,33,2
Blue,4,2210000000000,2630000000000,34,1
Blue,4,2210000000000,2630000000000,35,0
Blue,4,2210000000000,2630000000000,36,0
Blue,4,2210000000000,2630000000000,37,0
Blue,4,2210000000000,2630000000000,38,0
Blue,4,2210000000000,2630000000000,39,0
Blue,4,2210000000000,2630000000000,40,0
Blue,4,2210000000000,2630000000000,41,0
Blue,4,2210000000000,2630000000000,42,1
Blue,4,2210000000000,2630000000000,43,0
Blue,4,2210000000000,2630000000000,44,0
Blue,4,2210000000000,2630000000000,45,0
Blue,4,2210000000000,2630000000000,46,3
Blue,4,2210000000000,2630000000000,47,1
Blue,4,2210000000000,2630000000000,48,0
Blue,4,2210000000000,2630000000000,49,0
Blue,4,2210000000000,2630000000000,50,0
Blue,4,2210000000000,2630000000000,51,0
Blue,4,2210000000000,2630000000000,52,0
Blue,4,2210000000000,2630000000000,53,0
Blue,4,2210000000000,2630000000000,54,0
Blue,4,2210000000000,2630000000000,55,0
Blue,4,2210000000000,2630000000000,56,0
Blue,4,2210000000000,2630000000000,57,0
Blue,4,2210000000000,2630000000000,58,0
Blue,4,2210000000000,2630000000000,59,0
Blue,4,2630000000000,3330000000000,0,148
Blue,4,2630000000000,3330000000000,1,14
Blue,4,2630000000000,3330000000000,2,8
Blue,4,2630000000000,3330000000000,3,14
Blue,4,2630000000000,3330000000000,4,4
Blue,4,2630000000000,3330000000000,5,9
Blue,4,2630000000000,3330000000000,6,10
Blue,4,2630000000000,3330000000000,7,5
Blue,4,2630000000000,3330000000000,8,5
Blue,4,2630000000000,3330000000000,9,2
Blue,4,2630000000000,3330000000000,10,2
Blue,4,2630000000000,3330000000000,11,2
Blue,4,2630000000000,3330000000000,12,2
Blue,4,2630000000000,3330000000000,13,4
Blue,4,2630000000000,3330000000000,14,4
Blue,4,2630000000000,3330000000000,15,1
Blue,4,2630000000000,3330000000000,16,1
Blue,4,2630000000000,3330000000000,17,3
Blue,4,2630000000000,3330000000000,18,5
Blue,4,2630000000000,3330000000000,19,2
Blue,4,2630000000000,3330000000000,20,1
Blue,4,2630000000000,3330000000000,21,2
Blue,4,2630000000000,3330000000000,22,1
Blue,4,2630000000000,3330000000000,23,1
Blue,4,2630000000000,3330000000000,24,1
Blue,4,2630000000000,3330000000000,25,3
Blue,4,2630000000000,3330000000000,26,0
Blue,4,2630000000000,3330000000000,27,1
Blue,4,2630000000000,3330000000000,28,0
Blue,4,2630000000000,3330000000000,29,0
Blue,4,2630000000000,3330000000000,30,0
Blue,4,2630000000000,3330000000000,31,0
Blue,4,2630000000000,3330000000000,32,1
Blue,4,2630000000000,3330000000000,33,0
Blue,4,2630000000000,3330000000000,34,0
Blue,4,2630000000000,3330000000000,35,0
Blue,4,2630000000000,3330000000000,36,0
Blue,4,2630000000000,3330000000000,37,1
Blue,4,2630000000000,3330000000000,38,2
Blue,4,2630000000000,3330000000000,39,2
Blue,4,2630000000000,3330000000000,40,2
Blue,4,2630000000000,3330000000000,41,2
Blue,4,2630000000000,3330000000000,42,0
Blue,4,2630000000000,3330000000000,43,1
Blue,4,2630000000000,3330000000000,44,0
Blue,4,2630000000000,3330000000000,45,0
Blue,4,2630000000000,3330000000000,46,0
Blue,4,2630000000000,3330000000000,47,0
Blue,4,2630000000000,3330000000000,48,1
Blue,4,2630000000000,3330000000000,49,0
Blue,4,2630000000000,3330000000000,50,0
Blue,4,2630000000000,3330000000000,51,0
Blue,4,2630000000000,3330000000000,52,0
Blue,4,2630000000000,3330000000000,53,0
Blue,4,2630000000000,3330000000000,54,0
Blue,4,2630000000000,3330000000000,55,0
Blue,4,2630000000000,3330000000000,56,0
Blue,4,2630000000000,3330000000000,57,0
Blue,4,2630000000000,3330000000000,58,0
Blue,4,2630000000000,3330000000000,59,0
Blue,4,3330000000000,3960000000000,0,152
Blue,4,3330000000000,3960000000000,1,11
Blue,4,3330000000000,3960000000000,2,7
Blue,4,3330000000000,3960000000000,3,15
Blue,4,3330000000000,3960000000000,4,2
Blue,4,3330000000000,3960000000000,5,6
Blue,4,3330000000000,3960000000000,6,11
Blue,4,3330000000000,3960000000000,7,3
Blue,4,3330000000000,3960000000000,8,5
Blue,4,3330000000000,3960000000000,9,2
Blue,4,3330000000000,3960000000000,10,9
Blue,4,3330000000000,3960000000000,11,4
Blue,4,3330000000000,3960000000000,12,3
Blue,4,3330000000000,3960000000000,13,3
Blue,4,3330000000000,3960000000000,14,2
Blue,4,3330000000000,3960000000000,15,1
Blue,4,3330000000000,3960000000000,16,3
Blue,4,3330000000000,3960000000000,17,1
Blue,4,3330000000000,3960000000000,18,4
Blue,4,3330000000000,3960000000000,19,1
Blue,4,3330000000000,3960000000000,20,1
Blue,4,3330000000000,3960000000000,21,2
Blue,4,3330000000000,3960000000000,22,0
Blue,4,3330000000000,3960000000000,23,5
Blue,4,3330000000000,3960000000000,24,2
Blue,4,3330000000000,3960000000000,25,2
Blue,4,3330000000000,3960000000000,26,0
Blue,4,3330000000000,3960000000000,27,2
Blue,4,3330000000000,3960000000000,28,0
Blue,4,3330000000000,3960000000000,29,0
Blue,4,3330000000000,3960000000000,30,0
Blue,4,3330000000000,3960000000000,31,0
Blue,4,3330000000000,3960000000000,32,0
Blue,4,3330000000000,3960000000000,33,0
Blue,4,3330000000000,3960000000000,34,0
Blue,4,3330000000000,3960000000000,35,0
Blue,4,3330000000000,3960000000000,36,2
Blue,4,3330000000000,3960000000000,37,1
Blue,4,3330000000000,3960000000000,38,0
Blue,4,3330000000000,3960000000000,39,0
Blue,4,3330000000000,3960000000000,40,0
Blue,4,3330000000000,3960000000000,41,0
Blue,4,3330000000000,3960000000000,42,0
Blue,4,3330000000000,3960000000000,43,1
Blue,4,3330000000000,3960000000000,44,1
Blue,4,3330000000000,3960000000000,45,1
Blue,4,3330000000000,3960000000000,46,1
Blue,4,3330000000000,3960000000000,47,0
Blue,4,3330000000000,3960000000000,48,0
Blue,4,3330000000000,3960000000000,49,0
Blue,4,3330000000000,3960000000000,50,0
Blue,4,3330000000000,3960000000000,51,0
Blue,4,3330000000000,3960000000000,52,0
Blue,4,3330000000000,3960000000000,53,1
Blue,4,3330000000000,3960000000000,54,0
Blue,4,3330000000000,3960000000000,55,0
Blue,4,3330000000000,3960000000000,56,0
Blue,4,3330000000000,3960000000000,57,0
Blue,4,3330000000000,3960000000000,58,0
Blue,4,3330000000000,3960000000000,59,0
Blue,4,3960000000000,4420000000000,0,150
Blue,4,3960000000000,4420000000000,1,17
Blue,4,3960000000000,4420000000000,2,11
Blue,4,3960000000000,4420000000000,3,2
Blue,4,3960000000000,4420000000000,4,6
Blue,4,3960000000000,4420000000000,5,8
Blue,4,3960000000000,4420000000000,6,8
Blue,4,3960000000000,4420000000000,7,11
Blue,4,3960000000000,4420000000000,8,6
Blue,4,3960000000000,4420000000000,9,2
Blue,4,3960000000000,4420000000000,10,1
Blue,4,3960000000000,4420000000000,11,1
Blue,4,3960000000000,4420000000000,12,1
Blue,4,3960000000000,4420000000000,13,2
Blue,4,3960000000000,4420000000000,14,0
Blue,4,3960000000000,4420000000000,15,2
Blue,4,3960000000000,4420000000000,16,1
Blue,4,3960000000000,4420000000000,17,1
Blue,4,3960000000000,4420000000000,18,5
Blue,4,3960000000000,4420000000000,19,5
Blue,4,3960000000000,4420000000000,20,1
Blue,4,3960000000000,4420000000000,21,1
Blue,4,3960000000000,4420000000000,22,2
Blue,4,3960000000000,4420000000000,23,5
Blue,4,3960000000000,4420000000000,24,0
Blue,4,3960000000000,4420000000000,25,0
Blue,4,3960000000000,4420000000000,26,1
Blue,4,3960000000000,4420000000000,27,1
Blue,4,3960000000000,4420000000000,28,0
Blue,4,3960000000000,4420000000000,29,1
Blue,4,3960000000000,4420000000000,30,1
Blue,4,3960000000000,4420000000000,31,0
Blue,4,3960000000000,4420000000000,32,1
Blue,4,3960000000000,4420000000000,33,1
Blue,4,3960000000000,4420000000000,34,0
Blue,4,3960000000000,4420000000000,35,1
Blue,4,3960000000000,4420000000000,36,2
Blue,4,3960000000000,4420000000000,37,0
Blue,4,3960000000000,4420000000000,38,0
Blue,4,3960000000000,4420000000000,39,1
Blue,4,3960000000000,4420000000000,40,0
Blue,4,3960000000000,4420000000000,41,0
Blue,4,3960000000000,4420000000000,42,0
Blue,4,3960000000000,4420000000000,43,6
Blue,4,3960000000000,4420000000000,44,0
Blue,4,3960000000000,4420000000000,45,0
Blue,4,3960000000000,4420000000000,46,0
Blue,4,3960000000000,4420000000000,47,0
Blue,4,3960000000000,4420000000000,48,0
Blue,4,3960000000000,4420000000000,49,0
Blue,4,3960000000000,4420000000000,50,0
Blue,4,3960000000000,4420000000000,51,0
Blue,4,3960000000000,4420000000000,52,1
Blue,4,3960000000000,4420000000000,53,0
Blue,4,3960000000000,4420000000000,54,0
Blue,4,3960000000000,4420000000000,55,0
Blue,4,3960000000000,4420000000000,56,0
Blue,4,3960000000000,4420000000000,57,0
Blue,4,3960000000000,4420000000000,58,0
Blue,4,3960000000000,4420000000000,59,0
Blue,4,4420000000000,4920000000000,0,159
Blue,4,4420000000000,4920000000000,1,13
Blue,4,4420000000000,4920000000000,2,10
Blue,4,4420000000000,4920000000000,3,9
Blue,4,4420000000000,4920000000000,4,8
Blue,4,4420000000000,4920000000000,5,4
Blue,4,4420000000000,4920000000000,6,5
Blue,4,4420000000000,4920000000000,7,11
Blue,4,4420000000000,4920000000000,8,6
Blue,4,4420000000000,4920000000000,9,2
Blue,4,4420000000000,4920000000000,10,5
Blue,4,4420000000000,4920000000000,11,0
Blue,4,4420000000000,4920000000000,12,3
Blue,4,4420000000000,4920000000000,13,3
Blue,4,4420000000000,4920000000000,14,1
Blue,4,4420000000000,4920000000000,15,1
Blue,4,4420000000000,4920000000000,16,2
Blue,4,4420000000000,4920000000000,17,2
Blue,4,4420000000000,4920000000000,18,2
Blue,4,4420000000000,4920000000000,19,4
Blue,4,4420000000000,4920000000000,20,0
Blue,4,4420000000000,4920000000000,21,0
Blue,4,4420000000000,4920000000000,22,0
Blue,4,4420000000000,4920000000000,23,2
Blue,4,4420000000000,4920000000000,24,2
Blue,4,4420000000000,4920000000000,25,0
Blue,4,4420000000000,4920000000000,26,0
Blue,4,4420000000000,4920000000000,27,0
Blue,4,4420000000000,4920000000000,28,0
Blue,4,4420000000000,4920000000000,29,1
Blue,4,4420000000000,4920000000000,30,1
Blue,4,4420000000000,4920000000000,31,0
Blue,4,4420000000000,4920000000000,32,1
Blue,4,4420000000000,4920000000000,33,1
Blue,4,4420000000000,4920000000000,34,0
Blue,4,4420000000000,4920000000000,35,0
Blue,4,4420000000000,4920000000000,36,0
Blue,4,4420000000000,4920000000000,37,0
Blue,4,4420000000000,4920000000000,38,0
Blue,4,4420000000000,4920000000000,39,1
Blue,4,4420000000000,4920000000000,40,1
Blue,4,4420000000000,4920000000000,41,1
Blue,4,4420000000000,4920000000000,42,2
Blue,4,4420000000000,4920000000000,43,1
Blue,4,4420000000000,4920000000000,44,1
Blue,4,4420000000000,4920000000000,45,0
Blue,4,4420000000000,4920000000000,46,0
Blue,4,4420000000000,4920000000000,47,0
Blue,4,4420000000000,4920000000000,48,0
Blue,4,4420000000000,4920000000000,49,1
Blue,4,4420000000000,4920000000000,50,0
Blue,4,4420000000000,4920000000000,51,0
Blue,4,4420000000000,4920000000000,52,0
Blue,4,4420000000000,4920000000000,53,1
Blue,4,4420000000000,4920000000000,54,0
Blue,4,4420000000000,4920000000000,55,0
Blue,4,4420000000000,4920000000000,56,0
Blue,4,4420000000000,4920000000000,57,0
Blue,4,4420000000000,4920000000000,58,0
Blue,4,4420000000000,4920000000000,59,0
Blue,4,4920000000000,5370000000000,0,165
Blue,4,4920000000000,5370000000000,1,15
Blue,4,4920000000000,5370000000000,2,9
Blue,4,4920000000000,5370000000000,3,19
Blue,4,4920000000000,5370000000000,4,8
Blue,4,4920000000000,5370000000000,5,13
Blue,4,4920000000000,5370000000000,6,6
Blue,4,4920000000000,5370000000000,7,5
Blue,4,4920000000000,5370000000000,8,4
Blue,4,4920000000000,5370000000000,9,2
Blue,4,4920000000000,5370000000000,10,2
Blue,4,4920000000000,5370000000000,11,0
Blue,4,4920000000000,5370000000000,12,2
Blue,4,4920000000000,5370000000000,13,2
Blue,4,4920000000000,5370000000000,14,2
Blue,4,4920000000000,5370000000000,15,3
Blue,4,4920000000000,5370000000000,16,1
Blue,4,4920000000000,5370000000000,17,0
Blue,4,4920000000000,5370000000000,18,1
Blue,4,4920000000000,5370000000000,19,0
Blue,4,4920000000000,5370000000000,20,0
Blue,4,4920000000000,5370000000000,21,1
Blue,4,4920000000000,5370000000000,22,1
Blue,4,4920000000000,5370000000000,23,0
Blue,4,4920000000000,5370000000000,24,2
Blue,4,4920000000000,5370000000000,25,1
Blue,4,4920000000000,5370000000000,26,0
Blue,4,4920000000000,5370000000000,27,0
Blue,4,4920000000000,5370000000000,28,0
Blue,4,4920000000000,5370000000000,29,0
Blue,4,4920000000000,5370000000000,30,0
Blue,4,4920000000000,5370000000000,31,0
Blue,4,4920000000000,5370000000000,32,0
Blue,4,4920000000000,5370000000000,33,0
Blue,4,4920000000000,5370000000000,34,0
Blue,4,4920000000000,5370000000000,35,0
Blue,4,4920000000000,5370000000000,36,0
Blue,4,4920000000000,5370000000000,37,1
Blue,4,4920000000000,5370000000000,38,1
Blue,4,4920000000000,5370000000000,39,0
Blue,4,4920000000000,5370000000000,40,0
Blue,4,4920000000000,5370000000000,41,0
Blue,4,4920000000000,5370000000000,42,0
Blue,4,4920000000000,5370000000000,43,1
Blue,4,4920000000000,5370000000000,44,0
Blue,4,4920000000000,5370000000000,45,0
Blue,4,4920000000000,5370000000000,46,0
Blue,4,4920000000000,5370000000000,47,0
Blue,4,4920000000000,5370000000000,48,0
Blue,4,4920000000000,5370000000000,49,0
Blue,4,4920000000000,5370000000000,50,0
Blue,4,4920000000000,5370000000000,51,0
Blue,4,4920000000000,5370000000000,52,0
Blue,4,4920000000000,5370000000000,53,0
Blue,4,4920000000000,5370000000000,54,0
Blue,4,4920000000000,5370000000000,55,0
Blue,4,4920000000000,5370000000000,56,0
Blue,4,4920000000000,5370000000000,57,0
Blue,4,4920000000000,5370000000000,58,0
Blue,4,4920000000000,5370000000000,59,0
Blue,4,5370000000000,5850000000000,0,180
Blue,4,5370000000000,5850000000000,1,7
Blue,4,5370000000000,5850000000000,2,18
Blue,4,5370000000000,5850000000000,3,10
Blue,4,5370000000000,5850000000000,4,7
Blue,4,5370000000000,5850000000000,5,1
Blue,4,5370000000000,5850000000000,6,6
Blue,4,5370000000000,5850000000000,7,3
Blue,4,5370000000000,5850000000000,8,5
Blue,4,5370000000000,5850000000000,9,3
Blue,4,5370000000000,5850000000000,10,0
Blue,4,5370000000000,5850000000000,11,0
Blue,4,5370000000000,5850000000000,12,2
Blue,4,5370000000000,5850000000000,13,2
Blue,4,5370000000000,5850000000000,14,1
Blue,4,5370000000000,5850000000000,15,1
Blue,4,5370000000000,5850000000000,16,0
Blue,4,5370000000000,5850000000000,17,0
Blue,4,5370000000000,5850000000000,18,0
Blue,4,5370000000000,5850000000000,19,1
Blue,4,5370000000000,5850000000000,20,3
Blue,4,5370000000000,5850000000000,21,0
Blue,4,5370000000000,5850000000000,22,2
Blue,4,5370000000000,5850000000000,23,2
Blue,4,5370000000000,5850000000000,24,2
Blue,4,5370000000000,5850000000000,25,1
Blue,4,5370000000000,5850000000000,26,0
Blue,4,5370000000000,5850000000000,27,1
Blue,4,5370000000000,5850000000000,28,0
Blue,4,5370000000000,5850000000000,29,0
Blue,4,5370000000000,5850000000000,30,1
Blue,4,5370000000000,5850000000000,31,0
Blue,4,5370000000000,5850000000000,32,2
Blue,4,5370000000000,5850000000000,33,2
Blue,4,5370000000000,5850000000000,34,1
Blue,4,5370000000000,5850000000000,35,0
Blue,4,5370000000000,5850000000000,36,0
Blue,4,5370000000000,5850000000000,37,0
Blue,4,5370000000000,5850000000000,38,0
Blue,4,5370000000000,5850000000000,39,0
Blue,4,5370000000000,5850000000000,40,0
Blue,4,5370000000000,5850000000000,41,0
Blue,4,5370000000000,5850000000000,42,0
Blue,4,5370000000000,5850000000000,43,0
Blue,4,5370000000000,5850000000000,44,0
Blue,4,5370000000000,5850000000000,45,1
Blue,4,5370000000000,5850000000000,46,1
Blue,4,5370000000000,5850000000000,47,0
Blue,4,5370000000000,5850000000000,48,1
Blue,4,5370000000000,5850000000000,49,0
Blue,4,5370000000000,5850000000000,50,0
Blue,4,5370000000000,5850000000000,51,0
Blue,4,5370000000000,5850000000000,52,0
Blue,4,5370000000000,5850000000000,53,0
Blue,4,5370000000000,5850000000000,54,0
Blue,4,5370000000000,5850000000000,55,0
Blue,4,5370000000000,5850000000000,56,0
Blue,4,5370000000000,5850000000000,57,0
Blue,4,5370000000000,5850000000000,58,0
Blue,4,5370000000000,5850000000000,59,0
Blue,4,5850000000000,6380000000000,0,169
Blue,4,5850000000000,6380000000000,1,21
Blue,4,5850000000000,6380000000000,2,9
Blue,4,5850000000000,6380000000000,3,24
Blue,4,5850000000000,6380000000000,4,4
Blue,4,5850000000000,6380000000000,5,7
Blue,4,5850000000000,6380000000000,6,7
Blue,4,5850000000000,6380000000000,7,3
Blue,4,5850000000000,6380000000000,8,1
Blue,4,5850000000000,6380000000000,9,0
Blue,4,5850000000000,6380000000000,10,1
Blue,4,5850000000000,6380000000000,11,2
Blue,4,5850000000000,6380000000000,12,3
Blue,4,5850000000000,6380000000000,13,5
Blue,4,5850000000000,6380000000000,14,0
Blue,4,5850000000000,6380000000000,15,1
Blue,4,5850000000000,6380000000000,16,1
Blue,4,5850000000000,6380000000000,17,1
Blue,4,5850000000000,6380000000000,18,1
Blue,4,5850000000000,6380000000000,19,0
Blue,4,5850000000000,6380000000000,20,0
Blue,4,5850000000000,6380000000000,21,1
Blue,4,5850000000000,6380000000000,22,0
Blue,4,5850000000000,6380000000000,23,0
Blue,4,5850000000000,6380000000000,24,2
Blue,4,5850000000000,6380000000000,25,0
Blue,4,5850000000000,6380000000000,26,0
Blue,4,5850000000000,6380000000000,27,0
Blue,4,5850000000000,6380000000000,28,0
Blue,4,5850000000000,6380000000000,29,0
Blue,4,5850000000000,6380000000000,30,0
Blue,4,5850000000000,6380000000000,31,0
Blue,4,5850000000000,6380000000000,32,0
Blue,4,5850000000000,6380000000000,33,1
Blue,4,5850000000000,6380000000000,34,0
Blue,4,5850000000000,6380000000000,35,1
Blue,4,5850000000000,6380000000000,36,0
Blue,4,5850000000000,6380000000000,37,0
Blue,4,5850000000000,6380000000000,38,2
Blue,4,5850000000000,6380000000000,39,0
Blue,4,5850000000000,6380000000000,40,0
Blue,4,5850000000000,6380000000000,41,0
Blue,4,5850000000000,6380000000000,42,0
Blue,4,5850000000000,6380000000000,43,0
Blue,4,5850000000000,6380000000000,44,0
Blue,4,5850000000000,6380000000000,45,0
Blue,4,5850000000000,6380000000000,46,0
Blue,4,5850000000000,6380000000000,47,0
Blue,4,5850000000000,6380000000000,48,0
Blue,4,5850000000000,6380000000000,49,0
Blue,4,5850000000000,6380000000000,50,0
Blue,4,5850000000000,6380000000000,51,0
Blue,4,5850000000000,6380000000000,52,0
Blue,4,5850000000000,6380000000000,53,0
Blue,4,5850000000000,6380000000000,54,0
Blue,4,5850000000000,6380000000000,55,0
Blue,4,5850000000000,6380000000000,56,0
Blue,4,5850000000000,6380000000000,57,0
Blue,4,5850000000000,6380000000000,58,0
Blue,4,5850000000000,6380000000000,59,0
Blue,4,6380000000000,6810000000000,0,188
Blue,4,6380000000000,6810000000000,1,15
Blue,4,6380000000000,6810000000000,2,9
Blue,4,6380000000000,6810000000000,3,13
Blue,4,6380000000000,6810000000000,4,5
Blue,4,6380000000000,6810000000000,5,4
Blue,4,6380000000000,6810000000000,6,6
Blue,4,6380000000000,6810000000000,7,5
Blue,4,6380000000000,6810000000000,8,2
Blue,4,6380000000000,6810000000000,9,2
Blue,4,6380000000000,6810000000000,10,3
Blue,4,6380000000000,6810000000000,11,2
Blue,4,6380000000000,6810000000000,12,2
Blue,4,6380000000000,6810000000000,13,1
Blue,4,6380000000000,6810000000000,14,0
Blue,4,6380000000000,6810000000000,15,1
Blue,4,6380000000000,6810000000000,16,1
Blue,4,6380000000000,6810000000000,17,0
Blue,4,6380000000000,6810000000000,18,2
Blue,4,6380000000000,6810000000000,19,0
Blue,4,6380000000000,6810000000000,20,0
Blue,4,6380000000000,6810000000000,21,0
Blue,4,6380000000000,6810000000000,22,1
Blue,4,6380000000000,6810000000000,23,1
Blue,4,6380000000000,6810000000000,24,0
Blue,4,6380000000000,6810000000000,25,1
Blue,4,6380000000000,6810000000000,26,0
Blue,4,6380000000000,6810000000000,27,0
Blue,4,6380000000000,6810000000000,28,0
Blue,4,6380000000000,6810000000000,29,0
Blue,4,6380000000000,6810000000000,30,0
Blue,4,6380000000000,6810000000000,31,0
Blue,4,6380000000000,6810000000000,32,1
Blue,4,6380000000000,6810000000000,33,0
Blue,4,6380000000000,6810000000000,34,0
Blue,4,6380000000000,6810000000000,35,0
Blue,4,6380000000000,6810000000000,36,0
Blue,4,6380000000000,6810000000000,37,1
Blue,4,6380000000000,6810000000000,38,0
Blue,4,6380000000000,6810000000000,39,0
Blue,4,6380000000000,6810000000000,40,0
Blue,4,6380000000000,6810000000000,41,1
Blue,4,6380000000000,6810000000000,42,0
Blue,4,6380000000000,6810000000000,43,0
Blue,4,6380000000000,6810000000000,44,0
Blue,4,6380000000000,6810000000000,45,0
Blue,4,6380000000000,6810000000000,46,0
Blue,4,6380000000000,6810000000000,47,0
Blue,4,6380000000000,6810000000000,48,0
Blue,4,6380000000000,6810000000000,49,0
Blue,4,6380000000000,6810000000000,50,0
Blue,4,6380000000000,6810000000000,51,0
Blue,4,6380000000000,6810000000000,52,0
Blue,4,6380000000000,6810000000000,53,0
Blue,4,6380000000000,6810000000000,54,0
Blue,4,6380000000000,6810000000000,55,0
Blue,4,6380000000000,6810000000000,56,0
Blue,4,6380000000000,6810000000000,57,0
Blue,4,6380000000000,6810000000000,58,0
Blue,4,6380000000000,6810000000000,59,0
Blue,4,6810000000000,7270000000000,0,191
Blue,4,6810000000000,7270000000000,1,11
Blue,4,6810000000000,7270000000000,2,11
Blue,4,6810000000000,7270000000000,3,13
Blue,4,6810000000000,7270000000000,4,8
Blue,4,6810000000000,7270000000000,5,7
Blue,4,6810000000000,7270000000000,6,3
Blue,4,6810000000000,7270000000000,7,5
Blue,4,6810000000000,7270000000000,8,1
Blue,4,6810000000000,7270000000000,9,3
Blue,4,6810000000000,7270000000000,10,1
Blue,4,6810000000000,7270000000000,11,0
Blue,4,6810000000000,7270000000000,12,2
Blue,4,6810000000000,7270000000000,13,0
Blue,4,6810000000000,7270000000000,14,0
Blue,4,6810000000000,7270000000000,15,1
Blue,4,6810000000000,7270000000000,16,0
Blue,4,6810000000000,7270000000000,17,1
Blue,4,6810000000000,7270000000000,18,1
Blue,4,6810000000000,7270000000000,19,1
Blue,4,6810000000000,7270000000000,20,1
Blue,4,6810000000000,7270000000000,21,1
Blue,4,6810000000000,7270000000000,22,0
Blue,4,6810000000000,7270000000000,23,0
Blue,4,6810000000000,7270000000000,24,2
Blue,4,6810000000000,7270000000000,25,0
Blue,4,6810000000000,7270000000000,26,0
Blue,4,6810000000000,7270000000000,27,0
Blue,4,6810000000000,7270000000000,28,0
Blue,4,6810000000000,7270000000000,29,0
Blue,4,6810000000000,7270000000000,30,0
Blue,4,6810000000000,7270000000000,31,0
Blue,4,6810000000000,7270000000000,32,1
Blue,4,6810000000000,7270000000000,33,1
Blue,4,6810000000000,7270000000000,34,0
Blue,4,6810000000000,7270000000000,35,0
Blue,4,6810000000000,7270000000000,36,0
Blue,4,6810000000000,7270000000000,37,0
Blue,4,6810000000000,7270000000000,38,0
Blue,4,6810000000000,7270000000000,39,0
Blue,4,6810000000000,7270000000000,40,0
Blue,4,6810000000000,7270000000000,41,0
Blue,4,6810000000000,7270000000000,42,0
Blue,4,6810000000000,7270000000000,43,0
Blue,4,6810000000000,7270000000000,44,0
Blue,4,6810000000000,7270000000000,45,0
Blue,4,6810000000000,7270000000000,46,1
Blue,4,6810000000000,7270000000000,47,0
Blue,4,6810000000000,7270000000000,48,0
Blue,4,6810000000000,7270000000000,49,0
Blue,4,6810000000000,7270000000000,50,0
Blue,4,6810000000000,7270000000000,51,0
Blue,4,6810000000000,7270000000000,52,0
Blue,4,6810000000000,7270000000000,53,0
Blue,4,6810000000000,7270000000000,54,0
Blue,4,6810000000000,7270000000000,55,0
Blue,4,6810000000000,7270000000000,56,0
Blue,4,6810000000000,7270000000000,57,0
Blue,4,6810000000000,7270000000000,58,0
Blue,4,6810000000000,7270000000000,59,0
Blue,4,7270000000000,7930000000000,0,190
Blue,4,7270000000000,7930000000000,1,14
Blue,4,7270000000000,7930000000000,2,8
Blue,4,7270000000000,7930000000000,3,12
Blue,4,7270000000000,7930000000000,4,1
Blue,4,7270000000000,7930000000000,5,6
Blue,4,7270000000000,7930000000000,6,3
Blue,4,7270000000000,7930000000000,7,8
Blue,4,7270000000000,7930000000000,8,2
Blue,4,7270000000000,7930000000000,9,6
